-20.5099134366, -33.3907652463, 60.0705502318
-20.6050146168, -33.5434671426, 59.9939062281
-20.7952169772, -33.8488709354, 59.8406182206
-21.7598434498, -34.8634662412, 59.6305355168
-23.6691011256, -34.3477164911, 59.2530084179
-25.3019676275, -33.6800980824, 58.6885405373
-26.8453393794, -32.6316703817, 58.2734756350
-28.2112996727, -31.3320749557, 58.5458465672
-29.3225190654, -29.8641570651, 58.8006210971
-30.4854772056, -28.3075126760, 59.1009029484
-31.4234185207, -27.4343515826, 60.5639918052
-32.3620535336, -26.1402142101, 61.6093441213
-33.2482727330, -24.5030197962, 62.0016707481
-34.4306715808, -23.0265829931, 62.0702752567
-35.3702530704, -21.4396032351, 61.6234969483
-36.3817320067, -19.8303350690, 61.6209507023
-37.2505222119, -18.2343594245, 62.2219944637
-37.6530811767, -16.7944276880, 63.4072600257
-38.1824159867, -15.6209599877, 64.7769310563
-38.5147081399, -14.3320271726, 66.1244526218
-38.8186344082, -12.7069540445, 67.0625083702
-39.0547171025, -10.9440733097, 67.6670209784
-39.3469592011, -9.10774775215, 68.0107184909
-39.5549694730, -7.24857868697, 68.1684503792
-39.8146938096, -5.38324519302, 67.9591575792
-39.6936956691, -3.49899821667, 68.0738113255
-39.5404371520, -1.62533947640, 68.1077926469
-39.2441936064, -0.360973250105, 68.1270049121
-39.1700903527, 0.0231836121183, 68.1100845077
-39.1330387258, 0.21526204323, 68.1016243054
