-19.8374856870, -33.3797688141, 28.3783515558
-19.7873853652, -33.1417402068, 27.8552183483
-19.6302489431, -32.7305258872, 26.7819479995
-19.6080534797, -31.8705435518, 25.2733072280
-19.5928179863, -30.8415740238, 23.9039158721
-18.6003839484, -29.9110357776, 22.6512987421
-17.7012190094, -29.7900788846, 21.2585510286
-16.5500903343, -29.7494209451, 19.9402150630
-15.1853344190, -30.2627660710, 18.8584364123
-14.1207851048, -29.7617620765, 17.6665868278
-12.7045093894, -29.6497183859, 16.2913795509
-12.6236536230, -27.8919034339, 15.6155751379
-11.9377838353, -26.3237009197, 15.4603509701
-11.6823293571, -24.5804355625, 15.4148336920
-11.3055089867, -22.9521290647, 15.2623509533
-11.2587162645, -21.0107858097, 15.1493695058
-10.3099798726, -20.1570825191, 14.9122453447
-8.54355196809, -20.5619857299, 14.1074987256
-7.52986931755, -20.5739849302, 13.7055977311
-6.98292156832, -20.6365177362, 13.49693057
